SKU ID,Category,Brand,Product Name,Size,Unnamed: 5,Variants,Distribution Area,Distributor Price (Ctn),Distributor Price (Pcs),Consumer Price (Ctn),Consumer Price (Pcs),Pcs per Ctn,MOQ,Product Picture
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Original,Jawa Barat,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Beef Bulgogi,Jawa Barat,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Keju Balado,Jawa Barat,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Original,Jawa Tengah,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Beef Bulgogi,Jawa Tengah,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Keju Balado,Jawa Tengah,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Original,Jawa Timur,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Beef Bulgogi,Jawa Timur,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG004,Snack,Wispish,Keripik Singkong,25 gr,Wispish Keripik Singkong - 25 gr,Keju Balado,Jawa Timur,"86,500","1,442","120,000","2,000",60,300,https://drive.google.com/file/d/1kfBrTbfC7OHM_dVOXrhzcHjl979mJUpV/view?usp=drive_link
FMCG007,Rokok,Rokok SS/SR,SS Kretek,10 batang,Rokok SS/SR SS Kretek - 10 batang,Mentol. Blueberry,Jabodetabek,"83,000","8,300","120,000","12,000",80,400,https://drive.google.com/file/d/18xJWRqGxoMjVj8AwpF_Ab0p3crwti0mm/view?usp=drive_link
FMCG007,Rokok,Rokok SS/SR,SS Kretek,10 batang,Rokok SS/SR SS Kretek - 10 batang,Mangga,Jabodetabek,"83,000","8,300","120,000","12,000",80,400,https://drive.google.com/file/d/18xJWRqGxoMjVj8AwpF_Ab0p3crwti0mm/view?usp=drive_link
FMCG007,Rokok,Rokok SS/SR,SS Kretek,10 batang,Rokok SS/SR SS Kretek - 10 batang,Mentol. Blueberry,Jawa Barat,"83,000","8,300","120,000","12,000",80,400,https://drive.google.com/file/d/18xJWRqGxoMjVj8AwpF_Ab0p3crwti0mm/view?usp=drive_link
FMCG007,Rokok,Rokok SS/SR,SS Kretek,10 batang,Rokok SS/SR SS Kretek - 10 batang,Mangga,Jawa Barat,"83,000","8,300","120,000","12,000",80,400,https://drive.google.com/file/d/18xJWRqGxoMjVj8AwpF_Ab0p3crwti0mm/view?usp=drive_link
FMCG010,Minuman,Kopi Glass Cappuccino,Kopi,150 ml,Kopi Glass Cappuccino Kopi - 150 ml,,Jabodetabek,"16,500",688,"24,000","1,000",24,"2,000",https://drive.google.com/file/d/1Vlt0_fu0gmygNPEMp-ApPQywB1T_1ILm/view?usp=drive_link
FMCG010,Minuman,Kopi Glass Cappuccino,Kopi,150 ml,Kopi Glass Cappuccino Kopi - 150 ml,,Jawa Barat,"17,500",729,"24,000","1,000",24,"1,400",https://drive.google.com/file/d/1Vlt0_fu0gmygNPEMp-ApPQywB1T_1ILm/view?usp=drive_link
FMCG010,Minuman,Melow Jeruk Nipis Madu,Minuman,150 ml,Melow Jeruk Nipis Madu Minuman - 150 ml,,Jabodetabek,"16,500",688,"24,000","1,000",24,"2,000",https://drive.google.com/file/d/1ybaGtIEjx9MeFvYItDsPxRJNwhtp31f6/view?usp=drive_link
FMCG010,Minuman,Melow Jeruk Nipis Madu,Minuman,150 ml,Melow Jeruk Nipis Madu Minuman - 150 ml,,Jawa Barat,"17,500",729,"24,000","1,000",24,"1,400",https://drive.google.com/file/d/1ybaGtIEjx9MeFvYItDsPxRJNwhtp31f6/view?usp=drive_link
FMCG010,Snack,Tiktok Kerupuk,Kerupuk,15 gr,Tiktok Kerupuk Kerupuk - 15 gr,,Jabodetabek,"67,000","1,396","96,000","1,000",48,400,https://drive.google.com/file/d/1JM_qVqUE4UrZrWDEdERuqRWM26LcboYG/view?usp=drive_link
FMCG010,Snack,Tiktok Kerupuk,Kerupuk,15 gr,Tiktok Kerupuk Kerupuk - 15 gr,,Jawa Barat,"68,200","1,421","96,000","1,000",48,"1,400",https://drive.google.com/file/d/1JM_qVqUE4UrZrWDEdERuqRWM26LcboYG/view?usp=drive_link
